"","created_at","text","id"
"52",2018-11-20 02:15:22,"the @whitehouse is getting ready for the christmas season! thank you to the smith family &amp; the national christmas tree association for providing this year's tree.  and to our @natlparkservice for their hard work in trimming the tree for the blue room. https://t.co/jiyybwcexo",52
"53",2018-11-19 20:56:08,"president trump and the first lady participate in the white house christmas tree delivery https://t.co/o6nr8k1mnu",53
"54",2018-11-19 19:10:09,"the fake news is showing old footage of people climbing over our ocean area fence. this is what it really looks like - no climbers anymore under our administration! https://t.co/cd4ltrepml",54
"55",2018-11-19 15:41:19,"....we no longer pay pakistan the $billions because they would take our money and do nothing for us, bin laden being a prime example, afghanistan being another. they were just one of many countries that take from the united states without giving anything in return. that’s ending!",55
"56",2018-11-19 15:26:39,"of course we should have captured osama bin laden long before we did. i pointed him out in my book just before the attack on the world trade center. president clinton famously missed his shot. we paid pakistan billions of dollars &amp; they never told us he was living there. fools!..",56
"57",2018-11-19 15:02:03,"“boom: record high business optimism, need for employees at 45-year high” https://t.co/jbfjewacfd",57
"58",2018-11-19 14:30:37,".@cindyhydesmith loves mississippi and our great u.s.a. https://t.co/hqpc4crhdi",58
"59",2018-11-19 00:22:44,"i will be interviewed by chris wallace on @foxnews at 2:00 p.m. and 7:00 p.m. enjoy!",59
"60",2018-11-18 19:59:41,"from day one rick scott never wavered. he was a great governor and will be even a greater senator in representing the people of florida. congratulations to rick on having waged such a courageous and successful campaign!",60
"61",2018-11-18 19:55:24,"catch and release is an obsolete term. it is now catch and detain. illegal immigrants trying to come into the u.s.a., often proudly flying the flag of their nation as they ask for u.s. asylum, will be detained or turned away. dems must approve border security &amp; wall now!",61
"62",2018-11-18 18:42:59,"the mayor of tijuana, mexico, just stated that “the city is ill-prepared to handle this many migrants, the backlog could last 6 months.” likewise, the u.s. is ill-prepared for this invasion, and will not stand for it. they are causing crime and big problems in mexico. go home!",62
"63",2018-11-18 18:01:09,"so funny to see little adam schitt (d-ca) talking about the fact that acting attorney general matt whitaker was not approved by the senate, but not mentioning the fact that bob mueller (who is highly conflicted) was not approved by the senate!",63
"64",2018-11-18 17:30:30,"i will be interviewed by chris wallace on @foxnews at 2:00 p.m. and 7:00 p.m. enjoy!",64
"65",2018-11-18 14:47:28,"chris wallace during his interview at the white house with president trump. check your local listings to watch this sunday #fns #foxnews #whitehouse https://t.co/5adrodg25n",65
"66",2018-11-18 02:48:00,"incredible to be with our great heroes today in california. we will always be with you! https://t.co/b1mctf83zf",66
"67",2018-11-17 17:03:35,"president @realdonaldtrump is traveling to california to meet with those impacted by the devastating wildfires. learn how the trump administration is supporting the state of california during this emergency: https://t.co/ihcbafmsq9 https://t.co/ngy96wht1f",67
"68",2018-11-17 16:47:07,"heading to california with @gopleader kevin mccarthy, @replamalfa, and @kencalvert. look forward to being with our brave firefighters, first responders and @fema, along with the many brave people of california. we are with you all the way – god bless you all!",68
"69",2018-11-17 16:42:20,"....i can’t imagine any president having a better or closer relationship with their vice president then the two of us. just more fake news, the enemy of the people!",69
"70",2018-11-17 16:42:19,"the new york times did a phony story, as usual, about my relationship with @vp mike pence. they made up sources and refused to ask me, the only one that would know, for a quote....",70
"71",2018-11-17 16:39:20,"congratulations to andrew gillum on having run a really tough and competitive race for governor of the great state of florida. he will be a strong democrat warrior long into the future - a force to reckon with!",71
"72",2018-11-17 11:37:51,"i can get nancy pelosi as many votes as she wants in order for her to be speaker of the house. she deserves this victory, she has earned it - but there are those in her party who are trying to take it away. she will win! @tomreedcongress",72
"73",2018-11-17 03:14:02,"thank you @jerrybrowngov. look forward to joining you and @gavinnewsom tomorrow in california. we are with you! https://t.co/uuxwaadmov",73
"74",2018-11-17 00:43:36,"....their country’s flag. can this be possible? yes, because it is all a big con, and the american taxpayer is paying for it!",74
"75",2018-11-17 00:43:35,"isn’t it ironic that large caravans of people are marching to our border wanting u.s.a. asylum because they are fearful of being in their country - yet they are proudly waving....",75
"76",2018-11-17 00:37:46,"congratulations to brian kemp on becoming the new governor of georgia. stacey abrams fought brilliantly and hard - she will have a terrific political future! brian was unrelenting and will become a great governor for the truly wonderful people of georgia!",76
"77",2018-11-17 00:36:44,"congratulations to ron desantis on becoming the new governor of florida. against all odds, he fought &amp; fought &amp; fought, the result being a historic victory. he never gave up and never will. he will be a great governor!",77
"78",2018-11-16 21:47:55,"presidential medal of freedom https://t.co/mgeg4wijtk",78
"79",2018-11-16 19:41:57,"people are not being told that the republican party is on track to pick up two seats in the u.s. senate, and epic victory: 53 to 47. the fake news media only wants to speak of the house, where the midterm results were better than other sitting presidents.",79
"80",2018-11-16 19:35:59,"today in the east room of the @whitehouse, it was my true privilege to award seven extraordinary americans with the presidential medal of freedom...https://t.co/tuey635mav",80
"81",2018-11-15 20:43:42,"it is our sacred duty to support america’s service members every single day they wear the uniform – and every day after when they return home as veterans. together we will honor those who defend us, we will cherish those who protect us, and we will celebrate the amazing heroes... https://t.co/kovcij4fwu",81
"82",2018-11-15 20:39:51,"last year, i signed the landmark va accountability act to ensure those who mistreat our veterans can be held fully accountable. since my inauguration, we have removed more than 3,600 government employees who were not giving our vets the care they deserve.... https://t.co/kqwxxt7d4u",82
"83",2018-11-15 20:34:20,"it was my great honor to host a @whitehouse conference on supporting veterans &amp; military families...

to everyone here today who has served our country in uniform, &amp; to every veteran &amp; military family across our land, i want to express the eternal gratitude of our entire nation! https://t.co/mk8juatgfk",83
"84",2018-11-15 20:08:32,".@flotus melania and i were honored to visit with our great u.s. marines at the marine barracks here in washington, d.c. we love you @usmc @mbwdc! https://t.co/aswmdzrdrk https://t.co/xyrpw9zzvv",84
"85",2018-11-15 14:59:28,"the only “collusion” is that of the democrats with russia and many others. why didn’t the fbi take the server from the dnc? they still don’t have it. check out how biased facebook, google and twitter are in favor of the democrats. that’s the real collusion!",85
"86",2018-11-15 14:49:28,"universities will someday study what highly conflicted (and not senate approved) bob mueller and his gang of democrat thugs have done to destroy people. why is he protecting crooked hillary, comey, mccabe, lisa page &amp; her lover, peter s, and all of his friends on the other side?",86
"87",2018-11-15 12:32:03,"....care how many lives the ruin. these are angry people, including the highly conflicted bob mueller, who worked for obama for 8 years. they won’t even look at all of the bad acts and crimes on the other side. a total witch hunt like no other in american history!",87
"88",2018-11-15 12:14:37,"the inner workings of the mueller investigation are a total mess. they have found no collusion and have gone absolutely nuts. they are screaming and shouting at people, horribly threatening them to come up with the answers they want. they are a disgrace to our nation and don’t...",88
"89",2018-11-15 11:59:19,"the white house is running very smoothly and the results for our nation are obviously very good. we are the envy of the world. but anytime i even think about making changes, the fake news media goes crazy, always seeking to make us look as bad as possible! very dishonest!",89
"90",2018-11-14 23:26:38,"our pledge to hire american includes those leaving prison and looking for a very fresh start — new job, and new life. the legislation i am supporting today contains many significant reforms. read more here: https://t.co/bwq3qd9fyk https://t.co/6duy9kntpr",90
"91",2018-11-14 22:10:27,"i am grateful to be here today w/ members of the house &amp; senate who have poured their time, heart and energy into the crucial issue of prison reform. working together w/ my admin over the last two years, these members have reached a bipartisan agreement...https://t.co/wflidv2czr",91
"92",2018-11-14 19:58:17,"just spoke to governor jerry brown to let him know that we are with him, and the people of california, all the way!",92
"93",2018-11-14 19:35:22,"was just briefed by @fema_brock and @secretaryzinke, who are in california. thank you to the great firefighters, first responders and @fema for the incredible job they are doing w/ the california wildfires. our nation appreciates your heroism, courage &amp; genius. god bless you all!",93
"94",2018-11-14 19:28:24,"not seen in many years, america’s steelworkers get a hard-earned raise because of my administration’s policies to help bring back the u.s. steel industry, which is critical to our national security. i will always protect america and its workers!",94
"95",2018-11-13 21:35:42,"“boom: record high business optimism, need for employees at 45-year high” https://t.co/jbfjewacfd",95
"96",2018-11-13 21:20:48,"it was my great honor to host a celebration of diwali, the hindu festival of lights, in the roosevelt room at the @whitehouse this afternoon. very, very special people! https://t.co/kqk7ivpsfo https://t.co/tylbabg4jf",96
"97",2018-11-13 21:03:38,"today, we gathered for diwali, a holiday observed by buddhists, sikhs, and jains throughout the united states &amp; around the world. hundreds of millions of people have gathered with family &amp; friends to light the diya and to mark the beginning of a new year. https://t.co/ephogpty1a https://t.co/9luwnhngwj",97
"98",2018-11-13 19:38:45,"we mourn for the lives lost and we pray for the victims of the california wildfires. i want to thank the firefighters and first responders for their incredible courage in the face of grave danger.... https://t.co/3yqyzr8ozs",98
"99",2018-11-13 17:07:45,"the story in the new york times concerning north korea developing missile bases is inaccurate. we fully know about the sites being discussed, nothing new - and nothing happening out of the normal. just more fake news. i will be the first to let you know if things go bad!",99
"100",2018-11-13 16:32:09,"when will bill nelson concede in florida? the characters running broward and palm beach voting will not be able to “find” enough votes, too much spotlight on them now!",100
"101",2018-11-13 15:49:20,"by the way, when the helicopter couldn’t fly to the first cemetery in france because of almost zero visibility, i suggested driving. secret service said no, too far from airport &amp; big paris shutdown. speech next day at american cemetery in pouring rain! little reported-fake news!",101
"102",2018-11-13 13:18:29,"......make france great again!",102
"103",2018-11-13 13:17:06,"the problem is that emmanuel suffers from a very low approval rating in france, 26%, and an unemployment rate of almost 10%. he was just trying to get onto another subject. by the way, there is no country more nationalist than france, very proud people-and rightfully so!........",103
"104",2018-11-13 13:07:08,"on trade, france makes excellent wine, but so does the u.s. the problem is that france makes it very hard for the u.s. to sell its wines into france, and charges big tariffs, whereas the u.s. makes it easy for french wines, and charges very small tariffs. not fair, must change!",104
"105",2018-11-13 11:50:41,"emmanuel macron suggests building its own army to protect europe against the u.s., china and russia. but it was germany in world wars one &amp; two - how did that work out for france? they were starting to learn german in paris before the u.s. came along. pay for nato or not!",105
"106",2018-11-13 01:19:55,"i just approved an expedited request for a major disaster declaration for the state of california. wanted to respond quickly in order to alleviate some of the incredible suffering going on. i am with you all the way. god bless all of the victims and families affected.",106
"107",2018-11-12 18:21:04,"hopefully, saudi arabia and opec will not be cutting oil production. oil prices should be much lower based on supply!",107
"108",2018-11-12 18:13:10,"american cable association has big problems with comcast. they say that comcast routinely violates antitrust laws. “these guys are acting much worse, and have much more potential for damage to consumers, than anything at&amp;t-time warner would do.” charlie gasparino",108
"109",2018-11-12 16:31:27,"the california fire fighters, fema and  first responders are amazing and very brave. thank you and god bless you all!",109
"110",2018-11-12 15:34:09,"the prospect of presidential harassment by the dems is causing the stock market big headaches!",110
"111",2018-11-12 12:44:13,"the florida election should be called in favor of rick scott and ron desantis in that large numbers of new ballots showed up out of nowhere, and many ballots are missing or forged. an honest vote count is no longer possible-ballots massively infected. must go with election night!",111
"112",2018-11-12 12:21:11,".....of money spent on protecting other countries, and we get nothing but trade deficits and losses. it is time that these very rich countries either pay the united states for its great military protection, or protect themselves...and trade must be made free and fair!",112
"113",2018-11-12 12:10:16,".....hundreds of billions of dollars, for the great privilege of losing hundreds of billions of dollars with these same countries on trade. i told them that this situation cannot continue - it is, and always has been, ridiculously unfair to the united states. massive amounts.....",113
"114",2018-11-12 12:03:25,"just returned from france where much was accomplished in my meetings with world leaders. never easy bringing up the fact that the u.s. must be treated fairly, which it hasn’t, on both military and trade. we pay for large portions of other countries military protection,........",114
"115",2018-11-12 04:38:00,"exactly 100 years ago today, on november 11th, 1918, world war i came to an end. we are gathered together, at this hallowed resting place, to pay tribute to the brave americans who gave their last breath in that mighty struggle.... https://t.co/jpukor4rw1",115
"116",2018-11-11 20:55:38,"today we remember the brave actions of our troops and those of our allies during wwi. honored to be spending this day honoring heroes in paris. #veteransday https://t.co/nqotecqech",116
"117",2018-11-11 16:03:35,"poland, a great country - congratulations on the 100th anniversary of your independence. i will never forget my time there! https://t.co/geme6mcf1x",117
"118",2018-11-11 15:43:49,"president trump attends the american commemoration ceremony at suresnes american cemetery https://t.co/p6pge1zxue",118
"119",2018-11-11 14:52:56,"beautiful ceremony today in paris commemorating the end of world war one. many world leaders in attendance. thank you to @emmanuelmacron, president of france! now off to suresnes american cemetery to make speech in honor of our great heroes! then back to the u.s.a.",119
"120",2018-11-11 14:16:42,"on this veterans day — the 100th anniversary of the end of wwi, we honor the brave heroes who fought for america in the great war, and every veteran who has worn the uniform and kept our nation safe, strong and free! https://t.co/zbvvyrr7xe https://t.co/yo06ztfvnm",120
"121",2018-11-11 09:40:50,"with proper forest management, we can stop the devastation constantly going on in california. get smart!",121
"122",2018-11-10 22:20:40,"these california fires are expanding very, very quickly (in some cases 80-100 acres a minute). if people don’t evacuate quickly, they risk being overtaken by the fire. please listen to evacuation orders from state and local officials!",122
"123",2018-11-10 22:19:35,"more than 4,000 are fighting the camp and woolsey fires in california that have burned over 170,000 acres. our hearts are with those fighting the fires, the 52,000 who have evacuated, and the families of the 11 who have died. the destruction is catastrophic. god bless them all.",123
"124",2018-11-10 19:09:29,"trying to steal two big elections in florida! we are watching closely!",124
"125",2018-11-10 19:06:50,"had very productive meetings and calls for our country today. meeting tonight with world leaders!",125
"126",2018-11-10 14:09:42,"happy 243rd birthday to our great u.s. marine corps🇺🇸 https://t.co/1cptomfmxp",126
"127",2018-11-10 08:17:44,"i am in paris getting ready to celebrate the end of world war one. is there anything better to celebrate than the end of a war, in particular that one, which was one of the bloodiest and worst of all time?",127
"128",2018-11-10 08:08:52,"there is no reason for these massive, deadly and costly forest fires in california except that forest management is so poor. billions of dollars are given each year, with so many lives lost, all because of gross mismanagement of the forests. remedy now, or no more fed payments!",128
"129",2018-11-10 04:04:53,"....mr. whitaker is very highly thought of by @senjoniernst, senator @chuckgrassley, ambassador @terrybranstad, leonard leo of federalist society, and many more. i feel certain he will make an outstanding acting attorney general!",129
"130",2018-11-10 03:52:16,"matthew g. whitaker is a highly respected former u.s. attorney from iowa. he was chosen by jeff sessions to be his chief of staff. i did not know mr. whitaker. likewise, as chief, i did not know mr. whitaker except primarily as he traveled with a.g. sessions. no social contact...",130
"131",2018-11-09 21:10:46,"president macron of france has just suggested that europe build its own military in order to protect itself from the u.s., china and russia. very insulting, but perhaps europe should first pay its fair share of nato, which the u.s. subsidizes greatly!",131
"132",2018-11-09 20:33:37,"just out — in arizona, signatures don’t match. electoral corruption - call for a new election? we must protect our democracy!",132
"133",2018-11-09 18:39:00,"thank you @marcorubio for helping to expose the potential corruption going on with respect to election theft in broward and palm beach counties. the world is now watching closely!",133
"134",2018-11-09 18:20:28,"in the 2016 election i was winning by so much in florida that broward county, which was very late with vote tabulation and probably getting ready to do a “number,” couldn’t do it because not enough people live in broward for them to falsify a victory!",134
"135",2018-11-09 18:14:03,"mayor gillum conceded on election day and now broward county has put him “back into play.” bill nelson conceded election - now he’s back in play!? this is an embarrassment to our country and to democracy!",135
"136",2018-11-09 17:36:38,"rick scott was up by 50,000+ votes on election day, now they “found” many votes and he is only up 15,000 votes. “the broward effect.” how come they never find republican votes?",136
"137",2018-11-09 17:10:02,"jeff flake(y) doesn’t want to protect the non-senate confirmed special counsel, he wants to protect his future after being unelectable in arizona for the “crime” of doing a terrible job! a weak and ineffective guy!",137
"138",2018-11-09 16:52:19,"as soon as democrats sent their best election stealing lawyer, marc elias, to broward county they miraculously started finding democrat votes. don’t worry, florida - i am sending much better lawyers to expose the fraud!",138
"139",2018-11-09 15:58:56,"you mean they are just now finding votes in florida and georgia – but the election was on tuesday? let’s blame the russians and demand an immediate apology from president putin!",139
"140",2018-11-09 15:55:25,".@briankempga ran a great race in georgia – he won. it is time to move on!",140
"141",2018-11-09 14:54:15,"“presidential proclamation addressing mass migration through the southern border of the united states” https://t.co/9blzn1xgys",141
"142",2018-11-09 02:38:22,"law enforcement is looking into another big corruption scandal having to do with election fraud in #broward and palm beach. florida voted for rick scott!",142
"143",2018-11-08 12:51:21,"....great bravery shown by police. california highway patrol was on scene within 3 minutes, with first officer to enter shot numerous times. that sheriff’s sergeant died in the hospital. god bless all of the victims and families of the victims. thank you to law enforcement.",143
"144",2018-11-08 12:38:41,"i have been fully briefed on the terrible shooting in california. law enforcement and first responders, together with the fbi, are on scene. 13 people, at this time, have been reported dead. likewise, the shooter is dead, along with the first police officer to enter the bar....",144
"145",2018-11-07 19:44:12,"....we thank attorney general jeff sessions for his service, and wish him well! a permanent replacement will be nominated at a later date.",145
"146",2018-11-07 19:44:11,"we are pleased to announce that matthew g. whitaker, chief of staff to attorney general jeff sessions at the department of justice, will become our new acting attorney general of the united states. he will serve our country well....",146
"147",2018-11-07 15:39:11,"according to nbc news, voters nationwide disapprove of the so-called mueller investigation (46%) more than they approve (41%). you mean they are finally beginning to understand what a disgusting witch hunt, led by 17 angry democrats, is all about!",147
"148",2018-11-07 13:31:24,"in all fairness, nancy pelosi deserves to be chosen speaker of the house by the democrats. if they give her a hard time, perhaps we will add some republican votes. she has earned this great honor!",148
"149",2018-11-07 13:04:02,"if the democrats think they are going to waste taxpayer money investigating us at the house level, then we will likewise be forced to consider investigating them for all of the leaks of classified information, and much else, at the senate level. two can play that game!",149
"150",2018-11-07 12:52:39,"to any of the pundits or talking heads that do not give us proper credit for this great midterm election, just remember two words - fake news!",150
"151",2018-11-07 12:36:28,"i will be doing a news conference at the white house - 11:30 a.m. will be discussing our success in the midterms!",151
"152",2018-11-07 12:07:51,"those that worked with me in this incredible midterm election, embracing certain policies and principles, did very well. those that did not, say goodbye! yesterday was such a very big win, and all under the pressure of a nasty and hostile media!",152
"153",2018-11-07 11:55:35,"ron desantis showed great courage in his hard fought campaign to become the governor of florida. congratulations to ron and family!",153
"154",2018-11-07 11:21:51,"received so many congratulations from so many on our big victory last night, including from foreign nations (friends) that were waiting me out, and hoping, on trade deals. now we can all get back to work and get things done!",154
"155",2018-11-07 06:49:40,".@davidasmanfox  “how do the democrats respond to this? think of how his position with republicans improves-all the candidates who won tonight. they realize how important he is because of what he did in campaigning for them. they owe him their political career.” thanks, i agree!",155
"156",2018-11-07 06:37:48,"....unbelievably lucky to have him and i’m just awed at how well they’ve done. it’s all the trump magic - trump is the magic man. incredible, he’s got the entire media against him, attacking him every day, and he pulls out these enormous wins.” ben stein, “the capitalist code”",156
"157",2018-11-07 06:27:01,"“there’s only been 5 times in the last 105 years that an incumbent president has won seats in the senate in the off year election. mr. trump has magic about him. this guy has magic coming out of his ears. he is an astonishing vote getter &amp; campaigner. the republicans are.........",157
"158",2018-11-07 04:14:39,"tremendous success tonight. thank you to all!",158
"159",2018-11-06 19:56:34,"congressman randy hultgren (r) of illinois is doing a great job. get out and vote for randy - total endorsement!",159
"160",2018-11-06 19:52:48,"florida, very important - get out and vote for florida congressional candidate michael waltz (r). he has my strong endorsement!",160
"161",2018-11-06 18:48:55,"epstein all the way in michigan house 11. she is a wonderful person and, at the same time, a real fighter. has my strong endorsement!",161
"162",2018-11-06 18:11:30,"vote red 🇺🇸 maga 🇺🇸 https://t.co/i95oibimxa https://t.co/ncvdcap8lz",162
"163",2018-11-06 18:08:29,"bob hugin, successful all of his life, would be a great senator from new jersey. he has my complete and total endorsement! get out and vote for bob.",163
"164",2018-11-06 17:58:13,"polling locations: https://t.co/0pwiwchgbh",164
"165",2018-11-06 16:27:29,"fantastic #magarally🇺🇸in west virginia, thank you. everyone get out and vote for patrick @morriseywv and @carolmillerwv! https://t.co/n8cqelmsad",165
"166",2018-11-06 16:26:37,"indiana rally, and coach bobby knight, were incredible last night. packed house in honor of mike braun for senate. mike will be a great senator. don’t forget to vote!",166
"167",2018-11-06 16:26:15,"get out and vote for @deanheller! https://t.co/4hekpql3oy",167
